ano,codigo_escola,escola,endereco_bairro,endereco_logradouro,endereco_numero,rpa,ano_ensino,modalidade_ensino_codigo,serie_codigo,modalidade_ensino,serie,turma,turno,matricula,sexo,idade,situacao_codigo,situacao_nome
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,20742711,1,6,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,21610800,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,23209135,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,23212195,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,22158413,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,21609195,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,19602049,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,23211580,1,6,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,22143084,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,22681795,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,22071334,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,21076162,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,21610754,2,6,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,23140208,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,22220283,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,18612237,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,19602146,2,6,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,18635911,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,18024548,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,23199555,2,7,RTF,RETIDO POR FALTA
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,23614820,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,21610592,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,1 ANO,1,0,ENSINO FUNDAMENTAL,1 ANO,B,MANH,21610509,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,21691231,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,21673063,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,21025258,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,21673101,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,22007504,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,19053290,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,17622662,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,21004749,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,20649185,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,20689047,2,7,TR,TR DUR ANO FORA REDE
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,A,MANH,21722579,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20689772,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21086354,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20649444,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21074054,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21097186,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21148635,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21071780,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20686463,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21016356,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20686374,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20686633,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21000395,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20652119,2,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20649541,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21007578,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20650957,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20683979,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21009007,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,19071949,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20648782,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21071268,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,21066892,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,22628126,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,22669698,2,9,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,19852045,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,B,TARDE,20686315,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,20649843,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22070494,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,18151370,1,11,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22041443,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22173072,1,8,TR,TR DUR ANO FORA REDE
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22075216,2,9,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22111603,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22187774,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,21064393,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,20649037,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,20652224,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,19849737,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,23210370,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,21138273,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,20689675,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,22180192,2,9,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,20679734,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,C,TARDE,18048919,2,9,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,19851367,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,22683674,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,20679394,1,7,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,22641130,2,9,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,20678592,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,20689152,1,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,20686692,2,8,AP,APROVADO
2023,146,ABILIO GOMES,BOA VIAGEM,BRUNO VELOZO,S/N,6,2 ANO,1,1,ENSINO FUNDAMENTAL,2 ANO,D,TARDE,22697365,1,8,AP,APROVADO
